,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_hours,delay_minutes,delay
2710,551209,341861,connect,ended,-15.0,,,-1.0,45.0,early
2712,551310,319886,connect,ended,-636.0,565483.0,510.0,-11.0,24.0,early
2713,551341,365760,connect,ended,-5.0,,,-1.0,55.0,early
2724,551858,390608,connect,ended,-15.0,,,-1.0,45.0,early
2729,552173,359880,connect,ended,48.0,,,0.0,48.0,late
2730,552177,298117,connect,ended,147.0,,,2.0,27.0,late
2734,552583,401475,connect,ended,11.0,,,0.0,11.0,late
2741,559868,358772,connect,ended,-15.0,,,-1.0,45.0,early
2746,560092,341037,connect,ended,-40.0,,,-1.0,20.0,early
2748,560227,402528,connect,ended,12.0,,,0.0,12.0,late
2752,560539,212965,connect,ended,-6.0,,,-1.0,54.0,early
2753,560577,306607,connect,ended,-151.0,,,-3.0,29.0,early
2754,560696,399528,connect,ended,-865.0,526657.0,600.0,-15.0,35.0,early
2755,560940,391519,connect,ended,-325.0,,,-6.0,35.0,early
2772,512670,371214,connect,ended,-75.0,,,-2.0,45.0,early
2791,523478,391519,connect,ended,,,,,,on time
2798,526479,294327,connect,ended,-34.0,,,-1.0,26.0,early
2823,533142,310553,connect,ended,,545223.0,360.0,,,on time
2826,561125,195977,connect,ended,-110.0,565777.0,30.0,-2.0,10.0,early
2835,561928,402083,connect,ended,154.0,,,2.0,34.0,late
2838,562009,352076,connect,ended,,,,,,on time
2860,565956,366872,connect,ended,27.0,,,0.0,27.0,late
2865,566538,390509,connect,ended,39.0,,,0.0,39.0,late
2883,567718,393044,connect,ended,99.0,,,1.0,39.0,late
2886,568327,391379,connect,ended,-32.0,,,-1.0,28.0,early
2894,505560,320824,connect,ended,-137.0,532695.0,120.0,-3.0,43.0,early
2897,509048,307793,connect,ended,77.0,,,1.0,17.0,late
2921,523250,364907,connect,ended,-16.0,549567.0,30.0,-1.0,44.0,early
2936,528967,348999,connect,ended,8.0,,,0.0,8.0,late
2947,533029,265239,connect,ended,-108.0,,,-2.0,12.0,early
2948,533092,307364,connect,ended,-14.0,,,-1.0,46.0,early
2952,534185,404041,connect,ended,0.0,,,0.0,0.0,on time
2955,534422,377670,connect,ended,-6.0,,,-1.0,54.0,early
2957,534756,396435,connect,ended,-20.0,,,-1.0,40.0,early
2960,562908,370997,connect,ended,-614.0,,,-11.0,46.0,early
2968,563443,342699,connect,ended,-1.0,566561.0,570.0,-1.0,59.0,early
2974,563780,366371,connect,ended,-84.0,,,-2.0,36.0,early
2977,564161,381499,connect,ended,-100.0,,,-2.0,20.0,early
2978,564186,385523,connect,ended,-5.0,,,-1.0,55.0,early
2986,564560,407419,connect,ended,18.0,,,0.0,18.0,late
2987,564607,212965,connect,ended,51.0,,,0.0,51.0,late
2990,564975,410255,connect,ended,-19.0,,,-1.0,41.0,early
2998,565761,385008,connect,ended,1.0,,,0.0,1.0,late
2999,565777,195977,connect,ended,-2.0,,,-1.0,58.0,early
3010,512679,176220,connect,ended,8.0,,,0.0,8.0,late
3024,520878,289720,connect,ended,-42.0,540741.0,120.0,-1.0,18.0,early
3027,521403,316678,connect,ended,-31.0,558030.0,60.0,-1.0,29.0,early
3032,524771,341861,connect,ended,-11.0,,,-1.0,49.0,early
3033,525047,399590,connect,ended,-30.0,,,-1.0,30.0,early
3045,528054,325328,connect,ended,-5.0,,,-1.0,55.0,early
3046,528608,364276,connect,ended,17.0,,,0.0,17.0,late
3063,533216,324821,connect,ended,-37.0,,,-1.0,23.0,early
3072,508109,328900,connect,ended,-151.0,,,-3.0,29.0,early
3076,512276,251815,connect,ended,-135.0,,,-3.0,45.0,early
3086,517515,385629,connect,ended,33.0,,,0.0,33.0,late
3088,519179,390608,connect,ended,-9.0,,,-1.0,51.0,early
3092,520852,386221,connect,ended,-91.0,,,-2.0,29.0,early
3093,520877,369200,connect,ended,-13.0,,,-1.0,47.0,early
3100,525106,385721,connect,ended,-439.0,,,-8.0,41.0,early
3106,525979,286751,connect,ended,-64.0,,,-2.0,56.0,early
3108,526620,317770,connect,ended,-6.0,,,-1.0,54.0,early
3131,533340,384657,connect,ended,-163.0,,,-3.0,17.0,early
3136,533904,228703,connect,ended,-21.0,519407.0,330.0,-1.0,39.0,early
3145,535741,376791,connect,ended,-191.0,,,-4.0,49.0,early
3147,535914,265239,connect,ended,44.0,538830.0,120.0,0.0,44.0,late
3148,535944,366981,connect,ended,36.0,,,0.0,36.0,late
3151,536013,355842,connect,ended,-24.0,,,-1.0,36.0,early
3155,536538,298516,connect,ended,26.0,,,0.0,26.0,late
3164,537135,359485,connect,ended,-42.0,,,-1.0,18.0,early
3169,537384,383804,connect,ended,-50.0,,,-1.0,10.0,early
3174,537676,334190,connect,ended,39.0,,,0.0,39.0,late
3178,552949,352528,connect,ended,-119.0,546489.0,270.0,-2.0,1.0,early
3190,553503,284799,connect,ended,40.0,,,0.0,40.0,late
3194,553842,348526,connect,ended,27.0,,,0.0,27.0,late
3199,554124,392847,connect,ended,-9.0,,,-1.0,51.0,early
3203,554280,401475,connect,ended,39.0,553682.0,450.0,0.0,39.0,late
3213,541998,262344,connect,ended,-147.0,,,-3.0,33.0,early
3232,542971,314456,connect,ended,-26.0,533380.0,690.0,-1.0,34.0,early
3239,543212,290140,connect,ended,-24.0,,,-1.0,36.0,early
3242,543277,265239,connect,ended,-63.0,535914.0,360.0,-2.0,57.0,early
3248,543582,347660,connect,ended,-712.0,539424.0,420.0,-12.0,8.0,early
3260,544088,404130,connect,ended,26.0,,,0.0,26.0,late
3263,544326,348294,connect,ended,-62.0,,,-2.0,58.0,early
3278,554846,403240,connect,ended,-39.0,,,-1.0,21.0,early
3288,555494,380480,connect,ended,193.0,,,3.0,13.0,late
3301,556249,402528,connect,ended,-24.0,,,-1.0,36.0,early
3305,556401,339138,connect,ended,62.0,565263.0,0.0,1.0,2.0,late
3307,556481,314456,connect,ended,,,,,,on time
3310,556794,371159,connect,ended,-116.0,,,-2.0,4.0,early
3314,557023,302561,connect,ended,-25.0,558162.0,60.0,-1.0,35.0,early
3319,557098,403710,connect,ended,214.0,,,3.0,34.0,late
3326,557966,407465,connect,ended,47.0,,,0.0,47.0,late
3331,558239,190291,connect,ended,64.0,,,1.0,4.0,late
3346,559117,406488,connect,ended,-29.0,,,-1.0,31.0,early
3350,559365,162571,connect,ended,3.0,,,0.0,3.0,late
3352,559450,366199,connect,ended,-24.0,547522.0,120.0,-1.0,36.0,early
3353,559523,374809,connect,ended,-31.0,,,-1.0,29.0,early
3357,559677,351546,connect,ended,,,,,,on time
3362,559845,355900,connect,ended,176.0,,,2.0,56.0,late
3370,560335,407636,connect,ended,-159.0,,,-3.0,21.0,early
3373,560479,384567,connect,ended,32.0,559510.0,90.0,0.0,32.0,late
3379,561136,228703,connect,ended,102.0,,,1.0,42.0,late
3390,561938,378754,connect,ended,25.0,,,0.0,25.0,late
3393,562406,300505,connect,ended,-29.0,,,-1.0,31.0,early
3400,569313,367919,connect,ended,384.0,545720.0,0.0,6.0,24.0,late
3402,569563,284459,connect,ended,20.0,,,0.0,20.0,late
3405,569869,370524,connect,ended,-14.0,,,-1.0,46.0,early
3406,570517,344254,connect,ended,-126.0,,,-3.0,54.0,early
3407,570922,365926,connect,ended,-47.0,573294.0,510.0,-1.0,13.0,early
3408,571039,343609,connect,ended,-299.0,,,-5.0,1.0,early
3412,571578,378754,connect,ended,88.0,,,1.0,28.0,late
3418,572173,376311,connect,ended,-715.0,,,-12.0,5.0,early
3419,572521,347208,connect,ended,-875.0,571139.0,180.0,-15.0,25.0,early
3421,572859,404128,connect,ended,725.0,571634.0,180.0,12.0,5.0,late
3425,574288,385721,connect,ended,212.0,,,3.0,32.0,late
3428,506041,370585,connect,ended,-86.0,,,-2.0,34.0,early
3429,506161,369881,connect,ended,6.0,549345.0,30.0,0.0,6.0,late
3442,513950,390656,connect,ended,-2.0,,,-1.0,58.0,early
3447,517230,374809,connect,ended,-13.0,,,-1.0,47.0,early
3457,523328,390927,connect,ended,-133.0,,,-3.0,47.0,early
3458,523885,331337,connect,ended,113.0,,,1.0,53.0,late
3469,526937,375047,connect,ended,102.0,,,1.0,42.0,late
3476,528253,219550,connect,ended,-6.0,,,-1.0,54.0,early
3506,562717,402083,connect,ended,493.0,561928.0,360.0,8.0,13.0,late
3518,548050,300505,connect,ended,-538.0,541486.0,0.0,-9.0,2.0,early
3519,548183,383720,connect,ended,-153.0,,,-3.0,27.0,early
3523,548328,383462,connect,ended,-63.0,,,-2.0,57.0,early
3529,548718,399575,connect,ended,73.0,558387.0,630.0,1.0,13.0,late
3546,549483,391519,connect,ended,58.0,,,0.0,58.0,late
3549,549691,402985,connect,ended,75.0,,,1.0,15.0,late
3551,549740,278935,connect,ended,8.0,,,0.0,8.0,late
3552,549895,385628,connect,ended,-125.0,,,-3.0,55.0,early
3555,549978,214635,connect,ended,-32.0,,,-1.0,28.0,early
3564,550542,402988,connect,ended,0.0,,,0.0,0.0,on time
3569,550739,189248,connect,ended,53.0,,,0.0,53.0,late
3572,550830,374298,connect,ended,-200.0,550317.0,90.0,-4.0,40.0,early
3585,563347,376677,connect,ended,-212.0,,,-4.0,28.0,early
3588,563387,366164,connect,ended,-146.0,536892.0,360.0,-3.0,34.0,early
3595,564039,356106,connect,ended,,563781.0,0.0,,,on time
3597,564202,374169,connect,ended,,,,,,on time
3602,564819,394928,connect,ended,-126.0,567186.0,540.0,-3.0,54.0,early
3604,565048,342154,connect,ended,-20.0,,,-1.0,40.0,early
3606,565379,300505,connect,ended,-23.0,,,-1.0,37.0,early
3609,565612,273281,connect,ended,60.0,,,1.0,0.0,late
3615,566014,334006,connect,ended,-28.0,,,-1.0,32.0,early
3618,566178,374512,connect,ended,9.0,,,0.0,9.0,late
3621,566398,241021,connect,ended,-288.0,568399.0,0.0,-5.0,12.0,early
3623,566583,367608,connect,ended,-73.0,,,-2.0,47.0,early
3634,567186,394928,connect,ended,2.0,,,0.0,2.0,late
3637,567288,386259,connect,ended,-86.0,559685.0,180.0,-2.0,34.0,early
3646,568067,297105,connect,ended,-26.0,,,-1.0,34.0,early
3649,568287,410255,connect,ended,,567264.0,30.0,,,on time
3656,568967,364907,connect,ended,37.0,555169.0,60.0,0.0,37.0,late
3659,569297,390467,connect,ended,-451.0,566704.0,150.0,-8.0,29.0,early
3663,569683,310444,connect,ended,77.0,565569.0,450.0,1.0,17.0,late
3668,570192,406554,connect,ended,3.0,,,0.0,3.0,late
3671,570617,358082,connect,ended,-8.0,,,-1.0,52.0,early
3672,571310,298117,connect,ended,56.0,,,0.0,56.0,late
3680,506514,364652,connect,ended,-452.0,,,-8.0,28.0,early
3687,515220,278640,connect,ended,112.0,,,1.0,52.0,late
3701,523460,340616,connect,ended,-65.0,,,-2.0,55.0,early
3703,524003,299063,connect,ended,-25.0,,,-1.0,35.0,early
3705,525356,364276,connect,ended,190.0,,,3.0,10.0,late
3707,526678,358772,connect,ended,13.0,,,0.0,13.0,late
3709,527468,216148,connect,ended,-143.0,542805.0,690.0,-3.0,37.0,early
3719,531562,394928,connect,ended,-129.0,,,-3.0,51.0,early
3721,531618,376677,connect,ended,-14.0,,,-1.0,46.0,early
3726,535430,350688,connect,ended,-112.0,,,-2.0,8.0,early
3729,536045,364922,connect,ended,125.0,,,2.0,5.0,late
3738,536740,334006,connect,ended,-116.0,,,-2.0,4.0,early
3762,538560,255377,connect,ended,-3.0,,,-1.0,57.0,early
3781,532493,248300,connect,ended,-29.0,,,-1.0,31.0,early
3788,534251,376677,connect,ended,-161.0,,,-3.0,19.0,early
3795,535148,386413,connect,ended,-166.0,,,-3.0,14.0,early
3798,535378,317572,connect,ended,-206.0,,,-4.0,34.0,early
3805,535869,316744,connect,ended,-1832.0,,,-31.0,28.0,early
3814,536185,394555,connect,ended,87.0,538270.0,690.0,1.0,27.0,late
3823,536867,334190,connect,ended,26.0,,,0.0,26.0,late
3834,531984,356106,connect,ended,-605.0,,,-11.0,55.0,early
3835,532141,377670,connect,ended,-10.0,552933.0,150.0,-1.0,50.0,early
3837,532767,359485,connect,ended,-121.0,,,-3.0,59.0,early
3841,533076,378754,connect,ended,,,,,,on time
3859,573546,390467,connect,ended,-7.0,572236.0,60.0,-1.0,53.0,early
3863,573901,300528,connect,ended,-57.0,,,-1.0,3.0,early
3870,535746,375892,connect,ended,-128.0,,,-3.0,52.0,early
3880,536583,376311,connect,ended,72.0,,,1.0,12.0,late
3881,536620,399528,connect,ended,-16.0,,,-1.0,44.0,early
3883,536947,398456,connect,ended,-183.0,,,-4.0,57.0,early
3913,538630,298117,connect,ended,2.0,,,0.0,2.0,late
3919,539674,344254,connect,ended,125.0,541533.0,60.0,2.0,5.0,late
3928,540019,376556,connect,ended,-30.0,,,-1.0,30.0,early
3931,540311,241021,connect,ended,48.0,,,0.0,48.0,late
3937,540724,370416,connect,ended,-29.0,,,-1.0,31.0,early
3939,540817,383344,connect,ended,105.0,,,1.0,45.0,late
3940,540846,351549,connect,ended,-152.0,,,-3.0,28.0,early
3941,540856,331337,connect,ended,51.0,,,0.0,51.0,late
3950,538422,248300,connect,ended,-400.0,,,-7.0,20.0,early
3977,540263,335276,connect,ended,-43.0,,,-1.0,17.0,early
3987,540546,347934,connect,ended,-359.0,,,-6.0,1.0,early
3988,540583,194340,connect,ended,-133.0,541969.0,30.0,-3.0,47.0,early
3992,540827,369881,connect,ended,-13.0,,,-1.0,47.0,early
3995,540952,389785,connect,ended,-295.0,527270.0,540.0,-5.0,5.0,early
4003,541481,335276,connect,ended,-168.0,,,-3.0,12.0,early
4004,541631,343808,connect,ended,195.0,,,3.0,15.0,late
4006,541826,404130,connect,ended,97.0,543513.0,30.0,1.0,37.0,late
4031,543907,375047,connect,ended,-2.0,,,-1.0,58.0,early
4036,544234,406126,connect,ended,-34.0,,,-1.0,26.0,early
4039,544337,311923,connect,ended,21.0,563869.0,510.0,0.0,21.0,late
4060,566060,394656,connect,ended,5.0,564793.0,240.0,0.0,5.0,late
4067,566529,403962,connect,ended,142.0,,,2.0,22.0,late
4070,567103,193151,connect,ended,4.0,,,0.0,4.0,late
4076,567427,373305,connect,ended,46.0,,,0.0,46.0,late
4082,567751,356551,connect,ended,30.0,,,0.0,30.0,late
4090,551943,351546,connect,ended,,,,,,on time
4094,552336,296021,connect,ended,56.0,,,0.0,56.0,late
4114,554110,404128,connect,ended,147.0,,,2.0,27.0,late
4115,554167,273281,connect,ended,-62.0,,,-2.0,58.0,early
4120,554630,272590,connect,ended,-10.0,,,-1.0,50.0,early
4133,555592,362187,connect,ended,-106.0,,,-2.0,14.0,early
4137,555754,385627,connect,ended,-507.0,,,-9.0,33.0,early
4139,555876,382821,connect,ended,36.0,,,0.0,36.0,late
4142,555944,176702,connect,ended,15.0,,,0.0,15.0,late
4145,556176,369200,connect,ended,101.0,,,1.0,41.0,late
4156,557068,353425,connect,ended,30.0,,,0.0,30.0,late
4157,557097,357530,connect,ended,-49.0,,,-1.0,11.0,early
4164,537953,340333,connect,ended,-13.0,,,-1.0,47.0,early
4169,538211,280805,connect,ended,-195.0,530261.0,60.0,-4.0,45.0,early
4172,538284,352393,connect,ended,4.0,,,0.0,4.0,late
4176,539418,309209,connect,ended,110.0,,,1.0,50.0,late
4188,540107,179982,connect,ended,-12.0,,,-1.0,48.0,early
4190,540199,312078,connect,ended,-19.0,538207.0,0.0,-1.0,41.0,early
4201,540921,173598,connect,ended,52.0,,,0.0,52.0,late
4206,541143,387753,connect,ended,-82.0,539236.0,510.0,-2.0,38.0,early
4230,542530,332582,connect,ended,-199.0,,,-4.0,41.0,early
4233,542801,345865,connect,ended,-32.0,537406.0,90.0,-1.0,28.0,early
4234,542830,328900,connect,ended,265.0,508109.0,0.0,4.0,25.0,late
4238,543127,356551,connect,ended,55.0,,,0.0,55.0,late
4244,543559,392241,connect,ended,42.0,538768.0,120.0,0.0,42.0,late
4245,543809,402528,connect,ended,-1011.0,,,-17.0,9.0,early
4249,544325,376605,connect,ended,54.0,,,0.0,54.0,late
4256,544491,328135,connect,ended,4.0,,,0.0,4.0,late
4259,544566,355444,connect,ended,-39.0,541239.0,150.0,-1.0,21.0,early
4260,544598,175887,connect,ended,101.0,,,1.0,41.0,late
4270,545193,381857,connect,ended,17.0,,,0.0,17.0,late
4272,544947,392368,connect,ended,-42.0,553290.0,720.0,-1.0,18.0,early
4273,544981,353425,connect,ended,62.0,,,1.0,2.0,late
4278,545147,301389,connect,ended,9.0,,,0.0,9.0,late
4284,545398,298429,connect,ended,3.0,,,0.0,3.0,late
4290,545618,305525,connect,ended,43.0,543394.0,570.0,0.0,43.0,late
4296,546411,292319,connect,ended,-2.0,,,-1.0,58.0,early
4304,546684,344815,connect,ended,-49.0,,,-1.0,11.0,early
4312,547311,374809,connect,ended,7.0,539330.0,90.0,0.0,7.0,late
4313,547332,371354,connect,ended,-169.0,,,-3.0,11.0,early
4317,547522,366199,connect,ended,-1172.0,,,-20.0,28.0,early
4321,548076,351546,connect,ended,50.0,,,0.0,50.0,late
4330,548655,272430,connect,ended,-26.0,,,-1.0,34.0,early
4332,548780,254689,connect,ended,-2.0,,,-1.0,58.0,early
4338,549225,212965,connect,ended,-2.0,,,-1.0,58.0,early
4342,549535,401281,connect,ended,-68.0,530729.0,690.0,-2.0,52.0,early
4345,549771,358082,connect,ended,-97.0,,,-2.0,23.0,early
4354,550277,375128,connect,ended,-28.0,549044.0,240.0,-1.0,32.0,early
4356,550384,357530,connect,ended,-46.0,,,-1.0,14.0,early
4358,550439,317298,connect,ended,-158.0,,,-3.0,22.0,early
4359,550556,385006,connect,ended,5.0,,,0.0,5.0,late
4370,551424,383344,connect,ended,41.0,,,0.0,41.0,late
4373,551837,394400,connect,ended,-53.0,,,-1.0,7.0,early
4378,552298,256584,connect,ended,42.0,,,0.0,42.0,late
4394,541751,394928,connect,ended,-47.0,544799.0,600.0,-1.0,13.0,early
4414,542613,241021,connect,ended,87.0,,,1.0,27.0,late
4416,542665,189248,connect,ended,30.0,,,0.0,30.0,late
4418,542743,403100,connect,ended,-12.0,,,-1.0,48.0,early
4423,543349,385011,connect,ended,-126.0,,,-3.0,54.0,early
4434,544090,385006,connect,ended,,,,,,on time
4440,544567,194384,connect,ended,-14.0,,,-1.0,46.0,early
4449,545233,366371,connect,ended,-81.0,517688.0,720.0,-2.0,39.0,early
4450,545261,366371,connect,ended,406.0,,,6.0,46.0,late
4455,545673,310576,connect,ended,92.0,,,1.0,32.0,late
4458,545871,340616,connect,ended,-464.0,,,-8.0,16.0,early
4462,546152,348482,connect,ended,37.0,,,0.0,37.0,late
4475,546832,230201,connect,ended,-8.0,,,-1.0,52.0,early
4480,547889,336935,connect,ended,-1250.0,,,-21.0,10.0,early
4482,548048,251447,connect,ended,-27.0,,,-1.0,33.0,early
4485,548159,334648,connect,ended,326.0,,,5.0,26.0,late
4487,548297,351162,connect,ended,-63.0,,,-2.0,57.0,early
4496,558049,175887,connect,ended,32.0,,,0.0,32.0,late
4500,558225,337414,connect,ended,-328.0,,,-6.0,32.0,early
4516,559019,294327,connect,ended,4.0,,,0.0,4.0,late
4535,559976,344254,connect,ended,51.0,558129.0,60.0,0.0,51.0,late
4540,560195,309209,connect,ended,-10.0,,,-1.0,50.0,early
4547,545322,356106,connect,ended,-55.0,,,-1.0,5.0,early
4549,545459,301301,connect,ended,5.0,,,0.0,5.0,late
4555,545750,393968,connect,ended,-11.0,548306.0,600.0,-1.0,49.0,early
4560,545916,307364,connect,ended,-77.0,545822.0,30.0,-2.0,43.0,early
4571,547050,348294,connect,ended,-38.0,,,-1.0,22.0,early
4577,547765,362199,connect,ended,-45.0,,,-1.0,15.0,early
4581,547872,338243,connect,ended,83.0,549555.0,600.0,1.0,23.0,late
4582,547905,280886,connect,ended,201.0,,,3.0,21.0,late
4587,548448,310636,connect,ended,29.0,,,0.0,29.0,late
4589,548678,317652,connect,ended,-281.0,,,-5.0,19.0,early
4593,548851,390467,connect,ended,-16.0,,,-1.0,44.0,early
4600,545258,359880,connect,ended,,,,,,on time
4601,545431,393723,connect,ended,66.0,,,1.0,6.0,late
4606,545833,390590,connect,ended,46.0,,,0.0,46.0,late
4609,545984,305525,connect,ended,-253.0,545963.0,720.0,-5.0,47.0,early
4617,546533,392368,connect,ended,-276.0,,,-5.0,24.0,early
4621,546636,399528,connect,ended,4.0,545268.0,540.0,0.0,4.0,late
4633,547458,278640,connect,ended,-8.0,,,-1.0,52.0,early
4636,547672,383110,connect,ended,7.0,,,0.0,7.0,late
4637,547684,347873,connect,ended,-79.0,,,-2.0,41.0,early
4639,547718,355900,connect,ended,-20.0,,,-1.0,40.0,early
4645,548272,317330,connect,ended,-21.0,548279.0,0.0,-1.0,39.0,early
4665,549587,381857,connect,ended,-5.0,,,-1.0,55.0,early
4676,550479,265239,connect,ended,51.0,520615.0,0.0,0.0,51.0,late
4684,551131,407465,connect,ended,76.0,,,1.0,16.0,late
4692,551678,365926,connect,ended,-202.0,,,-4.0,38.0,early
4701,552365,404130,connect,ended,12.0,553206.0,480.0,0.0,12.0,late
4708,552709,255377,connect,ended,-201.0,,,-4.0,39.0,early
4740,524059,369648,connect,ended,99.0,,,1.0,39.0,late
4741,525624,285829,connect,ended,32.0,,,0.0,32.0,late
4744,527141,173061,connect,ended,101.0,,,1.0,41.0,late
4776,552520,372856,connect,ended,,,,,,on time
4781,553003,367632,connect,ended,-146.0,,,-3.0,34.0,early
4782,553016,325328,connect,ended,43.0,,,0.0,43.0,late
4784,553249,384040,connect,ended,-42.0,,,-1.0,18.0,early
4790,553571,391926,connect,ended,21.0,,,0.0,21.0,late
4795,553799,390467,connect,ended,-29.0,,,-1.0,31.0,early
4797,553836,340616,connect,ended,54.0,553933.0,30.0,0.0,54.0,late
4800,554017,391519,connect,ended,67.0,,,1.0,7.0,late
4803,554383,159533,connect,ended,41.0,512682.0,330.0,0.0,41.0,late
4823,549492,391882,connect,ended,-171.0,,,-3.0,9.0,early
4847,550545,314456,connect,ended,-38.0,,,-1.0,22.0,early
4852,550994,303309,connect,ended,31.0,549854.0,720.0,0.0,31.0,late
4861,551593,335276,connect,ended,194.0,,,3.0,14.0,late
4862,551601,291932,connect,ended,-44.0,,,-1.0,16.0,early
4875,552264,376491,connect,ended,-15.0,551892.0,30.0,-1.0,45.0,early
4876,552392,349171,connect,ended,46.0,,,0.0,46.0,late
4879,552598,376840,connect,ended,10.0,549549.0,540.0,0.0,10.0,late
4899,554183,362187,connect,ended,-426.0,556500.0,180.0,-8.0,54.0,early
4908,554986,385919,connect,ended,49.0,,,0.0,49.0,late
4910,554995,305816,connect,ended,-206.0,,,-4.0,34.0,early
4912,555122,390927,connect,ended,,,,,,on time
4926,556109,385303,connect,ended,-13.0,,,-1.0,47.0,early
4928,556315,340014,connect,ended,-9.0,,,-1.0,51.0,early
4937,548836,164960,connect,ended,41.0,,,0.0,41.0,late
4954,550007,390702,connect,ended,-44.0,,,-1.0,16.0,early
4961,550632,308073,connect,ended,,548622.0,720.0,,,on time
4967,551099,216576,connect,ended,-85.0,,,-2.0,35.0,early
4973,551340,384193,connect,ended,-124.0,,,-3.0,56.0,early
4977,551817,383110,connect,ended,191.0,,,3.0,11.0,late
4982,551988,228703,connect,ended,63.0,,,1.0,3.0,late
4991,552487,212965,connect,ended,,,,,,on time
5008,534854,383144,connect,ended,-44.0,,,-1.0,16.0,early
5013,534983,341119,connect,ended,157.0,,,2.0,37.0,late
5022,536057,373685,connect,ended,-49.0,,,-1.0,11.0,early
5029,536428,289199,connect,ended,-48.0,,,-1.0,12.0,early
5033,536772,385008,connect,ended,-13.0,,,-1.0,47.0,early
